system:index,tropospheric_HCHO_column_number_density,.geo
2523,1.6977414750637566E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,23.041787037665724]}"
2524,1.5668456490181828E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,23.041787037665724]}"
2525,1.6417052574065595E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.00682923831191,23.041787037665724]}"
2526,1.8429627730955536E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.17463910766729,23.041787037665724]}"
2527,1.7610017783778085E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.62379674972705,23.041787037665724]}"
2528,1.6790561172975898E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.07295439178681,23.041787037665724]}"
2529,2.095008953560948E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.68992190320195,23.041787037665724]}"
2530,2.041228943835615E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.04924801684976,23.041787037665724]}"
2531,1.9016172703151615E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.40857413049757,23.041787037665724]}"
2532,1.7990619023975572E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.49840565890952,23.041787037665724]}"
2533,2.1228784658843634E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6662155282649,23.041787037665724]}"
2534,2.3932421746442008E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.65436234079637,23.041787037665724]}"
2535,2.3405002603885878E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01368845444418,23.041787037665724]}"
2536,2.2548251470739546E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.19335151126809,23.041787037665724]}"
2537,2.266612631886349E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.55267762491589,23.041787037665724]}"
2538,2.229635722352037E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.54082443744737,23.041787037665724]}"
2539,2.1810736386622674E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.07981360791908,23.041787037665724]}"
2540,1.4410057101339602E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02054767057645,23.041787037665724]}"
2541,8.582001817141148E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.94569805617327,23.131618566077677]}"
2542,9.05554999722998E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.03552958458522,23.131618566077677]}"
2543,1.1242688014428777E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.48468722664498,23.131618566077677]}"
2544,1.3285340942773225E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.01182320964817,23.131618566077677]}"
2545,1.4393948761481711E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.73047543694379,23.131618566077677]}"
2546,1.6387099917579428E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91013849376769,23.131618566077677]}"
2547,1.7092407797378978E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.34744294835893,23.131618566077677]}"
2548,1.794259826637491E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88643211883064,23.131618566077677]}"
2549,1.6546166003418268E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1559267040665,23.131618566077677]}"
2550,1.5040739163815436E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,23.131618566077677]}"
2551,1.5648059639518104E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,23.131618566077677]}"
2552,1.6409320843779472E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,23.131618566077677]}"
2553,1.6879439518310908E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,23.131618566077677]}"
2554,1.7536771066793913E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,23.131618566077677]}"
2555,1.6655738138805456E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.09666076672387,23.131618566077677]}"
2556,1.833123451478334E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.99497605084339,23.131618566077677]}"
2557,1.8071022516191428E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.16278592019876,23.131618566077677]}"
2558,1.7705331232701062E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.25261744861072,23.131618566077677]}"
2559,2.058692018143407E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.24076426114219,23.131618566077677]}"
2560,1.980454888965343E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.95941648843781,23.131618566077677]}"
2561,2.0437319458318793E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.04924801684976,23.131618566077677]}"
2562,1.7698898207009486E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.21705788620514,23.131618566077677]}"
2563,1.891264562787823E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.11537317032466,23.131618566077677]}"
2564,2.3340105288794467E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.83402539762028,23.131618566077677]}"
2565,2.3155925812222184E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.92385692603223,23.131618566077677]}"
2566,2.257411227306672E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01368845444418,23.131618566077677]}"
2567,2.2118589009836686E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.64250915332785,23.131618566077677]}"
2568,2.1942377376219844E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.70863430680275,23.131618566077677]}"
2569,1.4458304841700372E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.20021072740035,23.131618566077677]}"
2570,1.3641715881969668E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.29004225581231,23.131618566077677]}"
2571,9.470399341510459E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.58637194252546,23.22145009448963]}"
2572,1.026389074230538E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.30502416982108,23.22145009448963]}"
2573,1.1260223762209769E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.39485569823303,23.22145009448963]}"
2574,1.2217905878255793E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,23.22145009448963]}"
2575,1.6724974277532178E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,23.22145009448963]}"
2576,1.804835412695987E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,23.22145009448963]}"
2577,1.5508506326804E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,23.22145009448963]}"
2578,1.5608704354810066E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,23.22145009448963]}"
2579,1.7894339134982436E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,23.22145009448963]}"
2580,1.6964341163096673E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,23.22145009448963]}"
2581,1.7090054777739867E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,23.22145009448963]}"
2582,1.771929472643903E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18649229513582,23.22145009448963]}"
2583,1.813712950778638E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.27632382354777,23.22145009448963]}"
2584,1.757783281668982E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.44413369290315,23.22145009448963]}"
2585,1.795442733074866E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5339652213151,23.22145009448963]}"
2586,1.9359807628593784E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.97126967590633,23.22145009448963]}"
2587,2.0296166415533724E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.33059578955414,23.22145009448963]}"
2588,1.880455465905012E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.68992190320195,23.22145009448963]}"
2589,1.9378433255263114E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.86958496002586,23.22145009448963]}"
2590,1.8816012056755503E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.95941648843781,23.22145009448963]}"
2591,1.696135115080666E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.85773177255733,23.22145009448963]}"
2592,1.7170496151059766E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.94756330096928,23.22145009448963]}"
2593,1.8248604347607413E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.03739482938123,23.22145009448963]}"
2594,1.84763334545948E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.12722635779319,23.22145009448963]}"
2595,1.9656912838910125E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.29503622714856,23.22145009448963]}"
2596,2.2328485070783168E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.56453081238442,23.22145009448963]}"
2597,2.3498924385557515E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.65436234079637,23.22145009448963]}"
2598,2.177411410400688E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34930819315494,23.22145009448963]}"
2599,1.78087783310897E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.49341168757326,23.22145009448963]}"
2600,1.7854330541868684E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.76290627280912,23.22145009448963]}"
2601,1.456128040523172E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.57139002851669,23.22145009448963]}"
2602,1.0271042921207952E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.76603499934937,23.311281622901582]}"
2603,1.2372507503557857E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.75418181188084,23.311281622901582]}"
2604,1.1262365483859043E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.46098085170793,23.311281622901582]}"
2605,1.4595171704582827E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.82030696535574,23.311281622901582]}"
2606,1.4480318000886872E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.99997002217964,23.311281622901582]}"
2607,1.8300047514501776E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44912766423941,23.311281622901582]}"
2608,1.754311591454212E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.52710600518283,23.311281622901582]}"
2609,1.6674795083070087E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.79660059041869,23.311281622901582]}"
2610,1.7726340654689837E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1559267040665,23.311281622901582]}"
2611,1.520289127205442E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,23.311281622901582]}"
2612,1.62433999368371E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,23.311281622901582]}"
2613,1.7286141518212572E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,23.311281622901582]}"
2614,1.6339748783025717E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,23.311281622901582]}"
2615,1.7830799594387246E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,23.311281622901582]}"
2616,1.7429048619373448E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.00682923831191,23.311281622901582]}"
2617,1.6825139252112396E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.63564993719558,23.311281622901582]}"
2618,1.6709023854040032E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.90514452243143,23.311281622901582]}"
2619,1.7264384505419128E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.17463910766729,23.311281622901582]}"
2620,1.6207271479683265E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.44413369290315,23.311281622901582]}"
2621,1.7558070455537956E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5339652213151,23.311281622901582]}"
2622,1.849565160153681E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80345980655096,23.311281622901582]}"
2623,1.925917736975389E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.89329133496291,23.311281622901582]}"
2624,1.9459153009538215E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.43228050543462,23.311281622901582]}"
2625,1.9433703974351213E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.70177509067048,23.311281622901582]}"
2626,1.847133615437077E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.97126967590633,23.311281622901582]}"
2627,1.9567217346667804E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.15093273273024,23.311281622901582]}"
2628,1.8258515933974078E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.30688941461709,23.311281622901582]}"
2629,2.0350584567621562E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.93571011350076,23.311281622901582]}"
2630,1.8275696111048008E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20520469873661,23.311281622901582]}"
2631,2.0095432227291112E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.38486775556052,23.311281622901582]}"
2632,2.0754839989101887E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.47469928397247,23.311281622901582]}"
2633,2.3333664182024344E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.74419386920833,23.311281622901582]}"
2634,2.1809097024450087E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.19335151126809,23.311281622901582]}"
2635,2.2028239244063107E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.28318303968004,23.311281622901582]}"
2636,2.3577086752148046E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.55267762491589,23.311281622901582]}"
2637,2.3300463070350018E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.00183526697566,23.311281622901582]}"
2638,2.224818333992823E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.54082443744737,23.311281622901582]}"
2639,1.440162140386739E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1103791989884,23.311281622901582]}"
2640,1.438796733404068E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.20021072740035,23.311281622901582]}"
2641,1.4641743535161316E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.29004225581231,23.311281622901582]}"
2642,8.996639410277113E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.58637194252546,23.401113151313535]}"
2643,1.3175760207630445E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.38300251076451,23.401113151313535]}"
2644,1.2962870290903E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.47283403917646,23.401113151313535]}"
2645,1.2409922862223303E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.74232862441231,23.401113151313535]}"
2646,1.3768418628773934E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.64064390853184,23.401113151313535]}"
2647,1.573388300276542E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.82030696535574,23.401113151313535]}"
2648,1.6444154108320212E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.17963307900355,23.401113151313535]}"
2649,1.6539919651408026E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2694646074155,23.401113151313535]}"
2650,1.7357464177914596E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.07794836312307,23.401113151313535]}"
2651,1.6928474511698278E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16777989153502,23.401113151313535]}"
2652,1.7321596471144362E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.79660059041869,23.401113151313535]}"
2653,1.6603895916559298E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24575823247845,23.401113151313535]}"
2654,1.68424623550505E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,23.401113151313535]}"
2655,1.599375102395737E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,23.401113151313535]}"
2656,1.4992385197223448E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,23.401113151313535]}"
2657,1.5332698740906227E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,23.401113151313535]}"
2658,1.5129793478154714E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,23.401113151313535]}"
2659,1.63663378381562E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,23.401113151313535]}"
2660,1.7798620511398817E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,23.401113151313535]}"
2661,1.6804587141806265E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.00682923831191,23.401113151313535]}"
